회원번호,날짜,우유,소고기,열대과일,버터,뿌리채소,기타 채소,사과/배,롤빵,생크림/사워크림,닭고기,생수,다진고기,페이스트리,감귤류,가공치즈,식빵,스낵,과일/채소주스,요거트,응고유,계란,커피,돼지고기,프리미엄 초콜릿,디저트,아이스크림,베리류,보관용 빵류,통밀빵,기타 음료,반조리 빵,쇼핑백,발라먹는 치즈,초콜릿,신문,냉동채소,차,사탕
1114,2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1114,2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,25-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1114,26-04-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,15-09-2014,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,2003-08-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,22-01-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,2008-10-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
1116,2011-08-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,22-06-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1116,23-07-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,29-01-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2007-11-14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2009-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1118,25-12-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,14-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,14-07-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1120,2011-06-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,21-08-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,26-09-2015,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1121,15-03-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1122,21-12-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,25-06-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,25-09-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2009-08-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1123,28-12-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,31-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1125,27-08-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,30-05-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,17-05-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
1126,2002-11-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,29-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1127,14-01-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,15-10-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2005-04-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1129,14-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1129,25-01-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,15-01-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,18-09-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,19-02-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
1132,22-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,2003-08-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1133,2003-08-15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1133,21-03-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1133,26-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,26-03-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1134,2004-12-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,2011-05-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1135,2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,29-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,15-07-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,2002-05-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1136,2003-01-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,2003-11-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,2004-06-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,28-09-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,29-10-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,26-09-2015,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,2002-09-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,2007-07-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1138,24-02-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,15-01-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,19-01-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,2002-02-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,26-06-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,15-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1141,2002-12-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2008-04-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,13-06-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,13-10-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2010-12-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,22-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1143,14-11-2014,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1143,25-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,27-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1144,16-01-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,2007-11-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1144,2008-04-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,28-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2007-10-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2011-06-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2012-07-14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2012-09-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1146,21-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1146,23-05-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1146,28-03-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,2001-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,14-01-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1148,15-04-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1148,2001-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,2009-07-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1148,27-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,31-01-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,2006-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,2004-12-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,2006-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1150,29-08-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,17-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1151,2012-12-14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1152,19-07-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1152,20-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2005-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,18-02-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,19-08-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2008-12-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,28-03-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,17-05-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1154,2006-04-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,2001-04-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,2010-08-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,13-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1157,2004-10-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,21-03-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,17-10-2015,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,19-02-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,21-03-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1158,25-08-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,14-06-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1159,2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1159,28-01-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1160,20-11-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,2004-09-15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,2006-02-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,21-08-2015,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1160,24-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1161,14-03-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,26-01-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,18-01-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1162,2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1163,14-12-2015,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,30-04-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1164,2001-02-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,30-03-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,13-04-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1165,2001-04-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,2002-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1165,29-12-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1166,17-02-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,2003-06-14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,16-02-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1167,2001-11-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,2011-02-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,15-01-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,2001-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,13-09-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,19-03-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,2001-12-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,2003-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1170,2009-10-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1170,2012-11-15,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1170,22-05-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,15-01-2015,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
1171,2004-08-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,2005-05-15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,2011-02-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,26-01-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,26-07-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1175,2002-01-14,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,2010-06-15,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1175,28-06-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1175,30-06-2015,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1176,17-08-2015,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1176,2004-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,2009-05-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,30-03-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,14-10-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,15-06-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,15-11-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,19-04-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,2011-09-14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,24-08-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1181,16-11-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,23-10-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1182,16-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1182,2001-09-15,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
1182,21-01-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,29-11-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,30-09-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,2004-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,29-06-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,16-06-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,24-06-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,14-08-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,24-08-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,28-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1186,23-03-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1186,26-04-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,2008-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,2009-11-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1187,2012-12-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,2009-01-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,21-11-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,23-02-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,18-05-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,2011-06-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,24-04-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,2008-08-15,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1191,2010-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1192,2009-01-15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,2012-11-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1194,13-05-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,16-01-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,27-02-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,14-08-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,28-09-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,20-01-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,27-11-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1197,16-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,19-03-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,2003-05-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,2012-05-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,22-11-2015,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
1197,27-04-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1198,22-03-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1198,31-01-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,21-11-2015,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,2008-08-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1200,26-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1200,27-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1201,24-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1202,21-04-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1202,22-04-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1202,22-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,29-07-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1204,18-05-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2011-04-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,23-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,25-05-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,14-03-2015,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1205,2012-08-14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1205,30-04-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,15-05-2015,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1206,2002-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,2003-02-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,2009-12-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,16-12-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,21-08-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,24-08-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1208,25-10-2014,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1209,2001-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,2005-03-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1209,2011-11-14,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1211,19-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,2010-03-15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,24-05-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,19-06-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,2003-06-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,25-05-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,31-07-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,14-09-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1213,2003-03-15,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1213,2007-02-15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1214,2010-01-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,18-01-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,2007-02-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1216,25-08-2015,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1217,18-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2003-12-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1217,21-07-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,13-06-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,20-08-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,2005-07-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,2007-09-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1218,2008-05-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1218,29-12-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,16-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2008-09-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2009-02-15,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
1223,18-11-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1223,2005-09-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1224,20-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,2002-09-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1225,2003-10-14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1225,26-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1225,26-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1226,2012-11-15,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1227,2008-05-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1229,2003-09-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
