Antecedent,Consequent,Support,Confidence,Coverage,Strength,Lift,Leverage
"소고기=1, 기타 채소=1","뿌리채소=1, 롤빵=1, 감귤류=1",0.001,0.5,0.002,0.5,564.5,0.001
"뿌리채소=1, 기타 채소=1","소고기=1, 롤빵=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1","기타 채소=1, 롤빵=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 감귤류=1","뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"기타 채소=1, 감귤류=1","소고기=1, 뿌리채소=1, 롤빵=1",0.001,0.5,0.002,0.5,564.5,0.001
"뿌리채소=1, 기타 채소=1, 감귤류=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1, 감귤류=1","기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 감귤류=1","뿌리채소=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 감귤류=1","소고기=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 롤빵=1, 감귤류=1","우유=1, 소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 롤빵=1, 감귤류=1","우유=1, 뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"우유=1, 롤빵=1, 감귤류=1","소고기=1, 뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"기타 채소=1, 롤빵=1, 감귤류=1","우유=1, 소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 기타 채소=1, 롤빵=1","우유=1, 소고기=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 롤빵=1","우유=1, 뿌리채소=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"우유=1, 기타 채소=1, 롤빵=1","소고기=1, 뿌리채소=1, 감귤류=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 뿌리채소=1, 롤빵=1","우유=1, 기타 채소=1, 감귤류=1",0.001,1,0.001,2,564.5,0.001
"우유=1, 소고기=1, 롤빵=1","뿌리채소=1, 기타 채소=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"우유=1, 뿌리채소=1, 롤빵=1","소고기=1, 기타 채소=1, 감귤류=1",0.001,0.333,0.003,0.333,376.333,0.001
"소고기=1, 뿌리채소=1, 기타 채소=1","우유=1, 롤빵=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"우유=1, 소고기=1, 기타 채소=1","뿌리채소=1, 롤빵=1, 감귤류=1",0.001,0.5,0.002,0.5,564.5,0.001
"우유=1, 뿌리채소=1, 기타 채소=1","소고기=1, 롤빵=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"우유=1, 소고기=1, 뿌리채소=1","기타 채소=1, 롤빵=1, 감귤류=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 기타 채소=1, 감귤류=1","우유=1, 소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 감귤류=1","우유=1, 뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"우유=1, 기타 채소=1, 감귤류=1","소고기=1, 뿌리채소=1, 롤빵=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 뿌리채소=1, 감귤류=1","우유=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"우유=1, 소고기=1, 감귤류=1","뿌리채소=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"우유=1, 뿌리채소=1, 감귤류=1","소고기=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
열대과일=1,우유=1,0.012,1,0.012,86.846,1,0
"소고기=1, 열대과일=1",우유=1,0.002,1,0.002,564.5,1,0
"열대과일=1, 뿌리채소=1",우유=1,0.001,1,0.001,1129,1,0
"소고기=1, 열대과일=1",뿌리채소=1,0.001,0.5,0.002,7,40.321,0.001
"열대과일=1, 뿌리채소=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"소고기=1, 뿌리채소=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"우유=1, 소고기=1, 열대과일=1",뿌리채소=1,0.001,0.5,0.002,7,40.321,0.001
"소고기=1, 열대과일=1","우유=1, 뿌리채소=1",0.001,0.5,0.002,7,40.321,0.001
"소고기=1, 열대과일=1, 뿌리채소=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 열대과일=1, 뿌리채소=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 뿌리채소=1","우유=1, 소고기=1",0.001,1,0.001,14,80.643,0.001
"우유=1, 소고기=1, 뿌리채소=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"소고기=1, 뿌리채소=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"열대과일=1, 기타 채소=1",우유=1,0.001,1,0.001,1129,1,0
"열대과일=1, 기타 채소=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"소고기=1, 열대과일=1",기타 채소=1,0.001,0.5,0.002,7.5,37.633,0.001
"소고기=1, 기타 채소=1",열대과일=1,0.001,0.5,0.002,6.5,43.423,0.001
"소고기=1, 열대과일=1, 기타 채소=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 열대과일=1, 기타 채소=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 기타 채소=1","우유=1, 소고기=1",0.001,1,0.001,14,80.643,0.001
"우유=1, 소고기=1, 열대과일=1",기타 채소=1,0.001,0.5,0.002,7.5,37.633,0.001
"소고기=1, 열대과일=1","우유=1, 기타 채소=1",0.001,0.5,0.002,7.5,37.633,0.001
"우유=1, 소고기=1, 기타 채소=1",열대과일=1,0.001,0.5,0.002,6.5,43.423,0.001
"소고기=1, 기타 채소=1","우유=1, 열대과일=1",0.001,0.5,0.002,6.5,43.423,0.001
"열대과일=1, 기타 채소=1",뿌리채소=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 뿌리채소=1",기타 채소=1,0.001,1,0.001,15,75.267,0.001
"뿌리채소=1, 기타 채소=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"우유=1, 열대과일=1, 기타 채소=1",뿌리채소=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 기타 채소=1","우유=1, 뿌리채소=1",0.001,1,0.001,14,80.643,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 열대과일=1, 뿌리채소=1",기타 채소=1,0.001,1,0.001,15,75.267,0.001
"열대과일=1, 뿌리채소=1","우유=1, 기타 채소=1",0.001,1,0.001,15,75.267,0.001
"우유=1, 뿌리채소=1, 기타 채소=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"뿌리채소=1, 기타 채소=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"소고기=1, 열대과일=1, 기타 채소=1",뿌리채소=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 기타 채소=1","소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1","열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"소고기=1, 열대과일=1, 뿌리채소=1",기타 채소=1,0.001,1,0.001,15,75.267,0.001
"소고기=1, 열대과일=1","뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1","소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 뿌리채소=1","열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1, 기타 채소=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"뿌리채소=1, 기타 채소=1","소고기=1, 열대과일=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1","우유=1, 소고기=1",0.001,1,0.001,14,80.643,0.001
"소고기=1, 뿌리채소=1, 기타 채소=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"우유=1, 뿌리채소=1, 기타 채소=1","소고기=1, 열대과일=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1","우유=1, 소고기=1, 열대과일=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 열대과일=1, 기타 채소=1","우유=1, 뿌리채소=1",0.001,1,0.001,14,80.643,0.001
"우유=1, 열대과일=1, 기타 채소=1","소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 기타 채소=1","우유=1, 소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"우유=1, 소고기=1, 기타 채소=1","열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 기타 채소=1","우유=1, 열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 열대과일=1, 뿌리채소=1","우유=1, 기타 채소=1",0.001,1,0.001,15,75.267,0.001
"우유=1, 소고기=1, 열대과일=1","뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 열대과일=1","우유=1, 뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"우유=1, 열대과일=1, 뿌리채소=1","소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 뿌리채소=1","우유=1, 소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"우유=1, 소고기=1, 뿌리채소=1","열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1","우유=1, 열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 롤빵=1",우유=1,0.002,1,0.002,564.5,1,0
"열대과일=1, 롤빵=1",소고기=1,0.001,0.5,0.002,7,40.321,0.001
"소고기=1, 롤빵=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"소고기=1, 열대과일=1",롤빵=1,0.001,0.5,0.002,9,31.361,0.001
"소고기=1, 열대과일=1, 롤빵=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 열대과일=1, 롤빵=1",소고기=1,0.001,0.5,0.002,7,40.321,0.001
"열대과일=1, 롤빵=1","우유=1, 소고기=1",0.001,0.5,0.002,7,40.321,0.001
"우유=1, 소고기=1, 롤빵=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"소고기=1, 롤빵=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"우유=1, 소고기=1, 열대과일=1",롤빵=1,0.001,0.5,0.002,9,31.361,0.001
"소고기=1, 열대과일=1","우유=1, 롤빵=1",0.001,0.5,0.002,9,31.361,0.001
"열대과일=1, 롤빵=1",뿌리채소=1,0.001,0.5,0.002,7,40.321,0.001
"뿌리채소=1, 롤빵=1",열대과일=1,0.001,0.333,0.003,4.333,28.949,0.001
"열대과일=1, 뿌리채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"우유=1, 열대과일=1, 롤빵=1",뿌리채소=1,0.001,0.5,0.002,7,40.321,0.001
"열대과일=1, 롤빵=1","우유=1, 뿌리채소=1",0.001,0.5,0.002,7,40.321,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 뿌리채소=1, 롤빵=1",열대과일=1,0.001,0.333,0.003,4.333,28.949,0.001
"뿌리채소=1, 롤빵=1","우유=1, 열대과일=1",0.001,0.333,0.003,4.333,28.949,0.001
"우유=1, 열대과일=1, 뿌리채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"열대과일=1, 뿌리채소=1","우유=1, 롤빵=1",0.001,1,0.001,18,62.722,0.001
"소고기=1, 열대과일=1, 롤빵=1",뿌리채소=1,0.001,1,0.001,14,80.643,0.001
"열대과일=1, 롤빵=1","소고기=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 롤빵=1","열대과일=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"소고기=1, 뿌리채소=1, 롤빵=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"뿌리채소=1, 롤빵=1","소고기=1, 열대과일=1",0.001,0.333,0.003,0.667,188.167,0.001
"소고기=1, 열대과일=1, 뿌리채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"소고기=1, 열대과일=1","뿌리채소=1, 롤빵=1",0.001,0.5,0.002,1.5,188.167,0.001
"열대과일=1, 뿌리채소=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1","열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1","우유=1, 소고기=1",0.001,1,0.001,14,80.643,0.001
"소고기=1, 뿌리채소=1, 롤빵=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"우유=1, 뿌리채소=1, 롤빵=1","소고기=1, 열대과일=1",0.001,0.333,0.003,0.667,188.167,0.001
"뿌리채소=1, 롤빵=1","우유=1, 소고기=1, 열대과일=1",0.001,0.333,0.003,0.667,188.167,0.001
"소고기=1, 열대과일=1, 롤빵=1","우유=1, 뿌리채소=1",0.001,1,0.001,14,80.643,0.001
"우유=1, 열대과일=1, 롤빵=1","소고기=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 롤빵=1","우유=1, 소고기=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"우유=1, 소고기=1, 롤빵=1","열대과일=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 롤빵=1","우유=1, 열대과일=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 열대과일=1, 뿌리채소=1","우유=1, 롤빵=1",0.001,1,0.001,18,62.722,0.001
"우유=1, 소고기=1, 열대과일=1","뿌리채소=1, 롤빵=1",0.001,0.5,0.002,1.5,188.167,0.001
"소고기=1, 열대과일=1","우유=1, 뿌리채소=1, 롤빵=1",0.001,0.5,0.002,1.5,188.167,0.001
"우유=1, 열대과일=1, 뿌리채소=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 뿌리채소=1","우유=1, 소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"우유=1, 소고기=1, 뿌리채소=1","열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 뿌리채소=1","우유=1, 열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 롤빵=1",기타 채소=1,0.001,0.5,0.002,7.5,37.633,0.001
"기타 채소=1, 롤빵=1",열대과일=1,0.001,0.5,0.002,6.5,43.423,0.001
"열대과일=1, 기타 채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"열대과일=1, 기타 채소=1, 롤빵=1",우유=1,0.001,1,0.001,1129,1,0
"우유=1, 열대과일=1, 롤빵=1",기타 채소=1,0.001,0.5,0.002,7.5,37.633,0.001
"열대과일=1, 롤빵=1","우유=1, 기타 채소=1",0.001,0.5,0.002,7.5,37.633,0.001
"우유=1, 기타 채소=1, 롤빵=1",열대과일=1,0.001,0.5,0.002,6.5,43.423,0.001
"기타 채소=1, 롤빵=1","우유=1, 열대과일=1",0.001,0.5,0.002,6.5,43.423,0.001
"우유=1, 열대과일=1, 기타 채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"열대과일=1, 기타 채소=1","우유=1, 롤빵=1",0.001,1,0.001,18,62.722,0.001
"열대과일=1, 기타 채소=1, 롤빵=1",소고기=1,0.001,1,0.001,14,80.643,0.001
"소고기=1, 열대과일=1, 롤빵=1",기타 채소=1,0.001,1,0.001,15,75.267,0.001
"열대과일=1, 롤빵=1","소고기=1, 기타 채소=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 롤빵=1","열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 롤빵=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"기타 채소=1, 롤빵=1","소고기=1, 열대과일=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 열대과일=1, 기타 채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"열대과일=1, 기타 채소=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 열대과일=1","기타 채소=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 기타 채소=1","열대과일=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"열대과일=1, 기타 채소=1, 롤빵=1","우유=1, 소고기=1",0.001,1,0.001,14,80.643,0.001
"소고기=1, 기타 채소=1, 롤빵=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"우유=1, 기타 채소=1, 롤빵=1","소고기=1, 열대과일=1",0.001,0.5,0.002,1,282.25,0.001
"기타 채소=1, 롤빵=1","우유=1, 소고기=1, 열대과일=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 열대과일=1, 롤빵=1","우유=1, 기타 채소=1",0.001,1,0.001,15,75.267,0.001
"우유=1, 열대과일=1, 롤빵=1","소고기=1, 기타 채소=1",0.001,0.5,0.002,1,282.25,0.001
"열대과일=1, 롤빵=1","우유=1, 소고기=1, 기타 채소=1",0.001,0.5,0.002,1,282.25,0.001
"우유=1, 소고기=1, 롤빵=1","열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 롤빵=1","우유=1, 열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 열대과일=1, 기타 채소=1","우유=1, 롤빵=1",0.001,1,0.001,18,62.722,0.001
"우유=1, 열대과일=1, 기타 채소=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 기타 채소=1","우유=1, 소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"우유=1, 소고기=1, 열대과일=1","기타 채소=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 열대과일=1","우유=1, 기타 채소=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"우유=1, 소고기=1, 기타 채소=1","열대과일=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"소고기=1, 기타 채소=1","우유=1, 열대과일=1, 롤빵=1",0.001,0.5,0.002,1,282.25,0.001
"열대과일=1, 기타 채소=1, 롤빵=1",뿌리채소=1,0.001,1,0.001,14,80.643,0.001
"기타 채소=1, 롤빵=1","열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1",기타 채소=1,0.001,1,0.001,15,75.267,0.001
"열대과일=1, 롤빵=1","뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"뿌리채소=1, 롤빵=1","열대과일=1, 기타 채소=1",0.001,0.333,0.003,0.333,376.333,0.001
"뿌리채소=1, 기타 채소=1, 롤빵=1",열대과일=1,0.001,1,0.001,13,86.846,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1",롤빵=1,0.001,1,0.001,18,62.722,0.001
"열대과일=1, 기타 채소=1","뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"열대과일=1, 뿌리채소=1","기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1","열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1, 롤빵=1","우유=1, 열대과일=1",0.001,1,0.001,13,86.846,0.001
"열대과일=1, 기타 채소=1, 롤빵=1","우유=1, 뿌리채소=1",0.001,1,0.001,14,80.643,0.001
"우유=1, 기타 채소=1, 롤빵=1","열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"기타 채소=1, 롤빵=1","우유=1, 열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1","우유=1, 기타 채소=1",0.001,1,0.001,15,75.267,0.001
"우유=1, 열대과일=1, 롤빵=1","뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 롤빵=1","우유=1, 뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"우유=1, 뿌리채소=1, 롤빵=1","열대과일=1, 기타 채소=1",0.001,0.333,0.003,0.333,376.333,0.001
"뿌리채소=1, 롤빵=1","우유=1, 열대과일=1, 기타 채소=1",0.001,0.333,0.003,0.333,376.333,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1","우유=1, 롤빵=1",0.001,1,0.001,18,62.722,0.001
"우유=1, 열대과일=1, 기타 채소=1","뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"열대과일=1, 기타 채소=1","우유=1, 뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"우유=1, 열대과일=1, 뿌리채소=1","기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 뿌리채소=1","우유=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"우유=1, 뿌리채소=1, 기타 채소=1","열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1","우유=1, 열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1, 롤빵=1","소고기=1, 열대과일=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 기타 채소=1, 롤빵=1","소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 롤빵=1","열대과일=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"기타 채소=1, 롤빵=1","소고기=1, 열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 열대과일=1, 롤빵=1","뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 롤빵=1","소고기=1, 뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"소고기=1, 롤빵=1","열대과일=1, 뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1","소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 뿌리채소=1, 롤빵=1","열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 롤빵=1","소고기=1, 열대과일=1, 기타 채소=1",0.001,0.333,0.003,0.333,376.333,0.001
"소고기=1, 열대과일=1, 기타 채소=1","뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"열대과일=1, 기타 채소=1","소고기=1, 뿌리채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1","열대과일=1, 뿌리채소=1, 롤빵=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1","소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 열대과일=1, 뿌리채소=1","기타 채소=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 열대과일=1","뿌리채소=1, 기타 채소=1, 롤빵=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1","소고기=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1","열대과일=1, 기타 채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1, 기타 채소=1","열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"뿌리채소=1, 기타 채소=1","소고기=1, 열대과일=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"뿌리채소=1, 기타 채소=1, 롤빵=1","우유=1, 소고기=1, 열대과일=1",0.001,1,0.001,2,564.5,0.001
"열대과일=1, 기타 채소=1, 롤빵=1","우유=1, 소고기=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 기타 채소=1, 롤빵=1","우유=1, 열대과일=1, 뿌리채소=1",0.001,1,0.001,1,1129,0.001
"우유=1, 기타 채소=1, 롤빵=1","소고기=1, 열대과일=1, 뿌리채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"열대과일=1, 뿌리채소=1, 롤빵=1","우유=1, 소고기=1, 기타 채소=1",0.001,1,0.001,2,564.5,0.001
"소고기=1, 뿌리채소=1, 롤빵=1","우유=1, 열대과일=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"우유=1, 뿌리채소=1, 롤빵=1","소고기=1, 열대과일=1, 기타 채소=1",0.001,0.333,0.003,0.333,376.333,0.001
"소고기=1, 열대과일=1, 롤빵=1","우유=1, 뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"우유=1, 열대과일=1, 롤빵=1","소고기=1, 뿌리채소=1, 기타 채소=1",0.001,0.5,0.002,0.5,564.5,0.001
"우유=1, 소고기=1, 롤빵=1","열대과일=1, 뿌리채소=1, 기타 채소=1",0.001,1,0.001,1,1129,0.001
"열대과일=1, 뿌리채소=1, 기타 채소=1","우유=1, 소고기=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 뿌리채소=1, 기타 채소=1","우유=1, 열대과일=1, 롤빵=1",0.001,1,0.001,2,564.5,0.001
"우유=1, 뿌리채소=1, 기타 채소=1","소고기=1, 열대과일=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
"소고기=1, 열대과일=1, 기타 채소=1","우유=1, 뿌리채소=1, 롤빵=1",0.001,1,0.001,3,376.333,0.001
"우유=1, 열대과일=1, 기타 채소=1","소고기=1, 뿌리채소=1, 롤빵=1",0.001,1,0.001,1,1129,0.001
